* Block Type = 96-Well 0.2-mL Block
* Calibration Background is expired  = No
* Calibration Background performed on = 06-24-2022
* Calibration Pure Dye ABY is expired = No
* Calibration Pure Dye ABY performed on = 06-24-2022
* Calibration Pure Dye FAM is expired = No
* Calibration Pure Dye FAM performed on = 06-24-2022
* Calibration Pure Dye JUN is expired = No
* Calibration Pure Dye JUN performed on = 06-24-2022
* Calibration Pure Dye NED is expired = No
* Calibration Pure Dye NED performed on = 06-24-2022
* Calibration Pure Dye ROX is expired = No
* Calibration Pure Dye ROX performed on = 06-24-2022
* Calibration Pure Dye SYBR is expired = No
* Calibration Pure Dye SYBR performed on = 06-24-2022
* Calibration Pure Dye TAMRA is expired = No
* Calibration Pure Dye TAMRA performed on = 06-24-2022
* Calibration Pure Dye VIC is expired = No
* Calibration Pure Dye VIC performed on = 06-24-2022
* Calibration ROI is expired  = No
* Calibration ROI performed on = 06-24-2022
* Calibration Uniformity is expired  = No
* Calibration Uniformity performed on = 06-24-2022
* Chemistry = SYBR_GREEN
* Date Created = 2023-02-17 13:47:38 PM CST
* Experiment Barcode = NA
* Experiment Comment = NA
* Experiment File Name = E:\Acer_01.12-1.eds
* Experiment Name = Quantification-SYBR_with_Melt
* Experiment Run End Time = 2023-01-12 14:14:50 PM CST
* Experiment Type = Standard Curve
* Instrument Name =       272320406
* Instrument Serial Number = 272320406
* Instrument Type = QuantStudio™ 3 System
* Passive Reference = ROX
* Post-read Stage/Step = 
* Pre-read Stage/Step = 
* Quantification Cycle Method = Ct
* Signal Smoothing On = true
* Stage where Melt Analysis is performed = Stage3
* Stage/ Cycle where Ct Analysis is performed = Stage2, Step2
* User Name = NA

[Results]
Well	Well Position	Omit	Sample Name	Target Name	Task	Reporter	Quencher	CT	Ct Mean	Ct SD	Quantity	Quantity Mean	Quantity SD	Y-Intercept	R(superscript 2)	Slope	Efficiency	Automatic Ct Threshold	Ct Threshold	Automatic Baseline	Baseline Start	Baseline End	Amp Status	Comments	Cq Conf	HIGHSD	DRNMIN	MTP	CQCONF	EXPFAIL	Tm1	Tm2	Tm3	Tm4
83	G11	false	positive	SYM	UNKNOWN	SYBR	None	34.225	32.138	2.951								false	0.020	true	3	32	Inconclusive		0.884	Y	N	N	N	N	77.170			
84	G12	false	positive	SYM	UNKNOWN	SYBR	None	30.052	32.138	2.951								false	0.020	true	3	28	Amp		0.702	Y	N	Y	Y	N	82.230	77.323		
85	H1	false	265	CAM	UNKNOWN	SYBR	None	Undetermined	31.864									false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	61.681			
86	H2	false	265	CAM	UNKNOWN	SYBR	None	31.864	31.864									false	0.020	true	3	30	Amp		0.945	N	N	Y	N	N	77.770	83.133		
87	H3	false	265	SYM	UNKNOWN	SYBR	None	30.507	31.046	0.763								false	0.020	true	3	28	Amp		0.829	Y	N	Y	N	N	86.118	82.583	75.668	79.203
88	H4	false	265	SYM	UNKNOWN	SYBR	None	31.586	31.046	0.763								false	0.020	true	3	30	Amp		0.932	Y	N	N	N	N	80.586			
89	H5	false	282	CAM	UNKNOWN	SYBR	None	21.714	21.038	0.956								false	0.020	true	3	20	Amp		0.699	Y	N	N	Y	N	75.162			
90	H6	false	282	CAM	UNKNOWN	SYBR	None	20.362	21.038	0.956								false	0.020	true	3	18	Amp		0.378	Y	N	N	Y	N	75.162			
91	H7	false	282	SYM	UNKNOWN	SYBR	None	20.128	20.411	0.400								false	0.020	true	3	18	Amp		0.421	N	N	N	Y	N	87.734			
92	H8	false	282	SYM	UNKNOWN	SYBR	None	20.693	20.411	0.400								false	0.020	true	3	18	Amp		0.510	N	N	N	Y	N	87.581			
93	H9	false	neg	CAM	UNKNOWN	SYBR	None	Undetermined	14.520									false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	60.147			
94	H10	false	neg	CAM	UNKNOWN	SYBR	None	14.520	14.520									false	0.020	true	3	39	No Amp		0.075	N	Y	Y	Y	Y	74.448	85.520	88.442	
95	H11	false	neg	SYM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	59.994			
96	H12	false	neg	SYM	UNKNOWN	SYBR	None	Undetermined										false	0.020	true	3	39	No Amp		0.000	N	N	N	Y	Y	59.994			
